Year,Diseases Name,State,Deaths,Age-adjusted Death Rate
1999,Japanese Encephalitis,Jammmu and Kashmir,9131,43.1
2016,Japanese Encephalitis,Gujrat,4805,47.3
2015,Japanese Encephalitis,Gujrat,4607,46.7
2014,Japanese Encephalitis,Gujrat,4332,45.6
2013,Japanese Encephalitis,Gujrat,4172,45.4
2012,Japanese Encephalitis,Gujrat,3977,45
2011,Japanese Encephalitis,Gujrat,3837,45.3
2010,Japanese Encephalitis,Gujrat,3816,46.7
2009,Japanese Encephalitis,Gujrat,3736,46.7
2008,Japanese Encephalitis,Gujrat,3546,45.5
2007,Japanese Encephalitis,Gujrat,3384,45.1
2006,Japanese Encephalitis,Gujrat,3387,46.3
2005,Japanese Encephalitis,Gujrat,3411,48.4
2004,Japanese Encephalitis,Gujrat,3125,45.7
2003,Japanese Encephalitis,Gujrat,3254,48.7
2002,Japanese Encephalitis,Gujrat,3163,48.1
2001,Japanese Encephalitis,Gujrat,3097,48.3
2000,Japanese Encephalitis,Gujrat,3067,48.7
1999,Japanese Encephalitis,Gujrat,3056,49.1
2016,Japanese Encephalitis,Odisha,342,17.7
2015,Japanese Encephalitis,Odisha,332,17.3
2014,Japanese Encephalitis,Odisha,313,17.1
2013,Japanese Encephalitis,Odisha,279,15.6
2012,Japanese Encephalitis,Odisha,312,17.7
2011,Japanese Encephalitis,Odisha,318,18.9
2010,Japanese Encephalitis,Odisha,296,18
2009,Japanese Encephalitis,Odisha,303,19.1
2008,Japanese Encephalitis,Odisha,293,19.2
2007,Japanese Encephalitis,Odisha,299,19.9
2006,Japanese Encephalitis,Odisha,293,20
2005,Japanese Encephalitis,Odisha,287,19.8
2004,Japanese Encephalitis,Odisha,307,22
2003,Japanese Encephalitis,Odisha,287,21.1
2002,Japanese Encephalitis,Odisha,265,20
2001,Japanese Encephalitis,Odisha,280,21.9
2000,Japanese Encephalitis,Odisha,278,22.4
1999,Japanese Encephalitis,Odisha,290,24
2016,Japanese Encephalitis,Kerala,865,45.7
2015,Japanese Encephalitis,Kerala,843,46.3
2014,Japanese Encephalitis,Kerala,819,45.8
2013,Japanese Encephalitis,Kerala,808,46.7
2012,Japanese Encephalitis,Kerala,754,46
2011,Japanese Encephalitis,Kerala,824,51.5
2010,Japanese Encephalitis,Kerala,727,47
2009,Japanese Encephalitis,Kerala,725,48.2
2008,Japanese Encephalitis,Kerala,703,48.2
2007,Japanese Encephalitis,Kerala,666,47.1
2006,Japanese Encephalitis,Kerala,644,46.9
2005,Japanese Encephalitis,Kerala,717,54.1
2004,Japanese Encephalitis,Kerala,572,44.5
2003,Japanese Encephalitis,Kerala,601,47.9
2002,Japanese Encephalitis,Kerala,595,48.7
2001,Japanese Encephalitis,Kerala,581,48.6
2000,Japanese Encephalitis,Kerala,569,48.8
1999,Japanese Encephalitis,Kerala,568,49.5
2016,Japanese Encephalitis,Madhya Pradesh,5632,38.1
2015,Japanese Encephalitis,Madhya Pradesh,5544,38.2
2014,Japanese Encephalitis,Madhya Pradesh,5631,39.2
2013,Japanese Encephalitis,Madhya Pradesh,5532,39.3
2012,Japanese Encephalitis,Madhya Pradesh,5313,38.6
2011,Japanese Encephalitis,Madhya Pradesh,5390,39.9
2010,Japanese Encephalitis,Madhya Pradesh,5231,39.4
2009,Japanese Encephalitis,Madhya Pradesh,5299,40.3
2008,Japanese Encephalitis,Madhya Pradesh,5602,43.2
2007,Japanese Encephalitis,Madhya Pradesh,4742,37
2006,Japanese Encephalitis,Madhya Pradesh,4731,37.3
2005,Japanese Encephalitis,Madhya Pradesh,5067,40.4
2004,Japanese Encephalitis,Madhya Pradesh,4723,38.1
2003,Japanese Encephalitis,Madhya Pradesh,4858,39.5
2002,Japanese Encephalitis,Madhya Pradesh,4827,39.6
2001,Japanese Encephalitis,Madhya Pradesh,4776,39.5
2000,Japanese Encephalitis,Madhya Pradesh,4768,39.7
1999,Japanese Encephalitis,Madhya Pradesh,5155,43.2
2016,Japanese Encephalitis,Manipur,4214,54.6
2015,Japanese Encephalitis,Manipur,4212,55.4
2014,Japanese Encephalitis,Manipur,4029,54
2013,Japanese Encephalitis,Manipur,4266,58.4
2012,Japanese Encephalitis,Manipur,3962,55.5
2011,Japanese Encephalitis,Manipur,4064,57.9
2010,Japanese Encephalitis,Manipur,3794,55.3
2009,Japanese Encephalitis,Manipur,3745,55.5
2008,Japanese Encephalitis,Manipur,3878,58.1
2007,Japanese Encephalitis,Manipur,3227,49.3
2006,Japanese Encephalitis,Manipur,3291,51
2005,Japanese Encephalitis,Manipur,3471,54.8
2004,Japanese Encephalitis,Manipur,3145,50.4
2003,Japanese Encephalitis,Manipur,3264,52.8
2002,Japanese Encephalitis,Manipur,3138,51.5
2001,Japanese Encephalitis,Manipur,3136,52.1
2000,Japanese Encephalitis,Manipur,3052,51.2
1999,Japanese Encephalitis,Manipur,3053,51.6
2016,Japanese Encephalitis,Nagaland,2006,48.6
2015,Japanese Encephalitis,Nagaland,2011,49.1
2014,Japanese Encephalitis,Nagaland,1915,47.7
2013,Japanese Encephalitis,Nagaland,1892,47.8
2012,Japanese Encephalitis,Nagaland,1824,46.8
2011,Japanese Encephalitis,Nagaland,1833,47.6
2010,Japanese Encephalitis,Nagaland,1698,44.7
2009,Japanese Encephalitis,Nagaland,1832,48.7
2008,Japanese Encephalitis,Nagaland,1848,49.4
2007,Japanese Encephalitis,Nagaland,1660,44.6
2006,Japanese Encephalitis,Nagaland,1655,45.2
2005,Japanese Encephalitis,Nagaland,1703,47
2004,Japanese Encephalitis,Nagaland,1547,42.7
2003,Japanese Encephalitis,Nagaland,1674,46.6
2002,Japanese Encephalitis,Nagaland,1580,44.4
2001,Japanese Encephalitis,Nagaland,1552,43.6
2000,Japanese Encephalitis,Nagaland,1512,42.9
1999,Japanese Encephalitis,Nagaland,1643,46.8
2016,Japanese Encephalitis,Rajasthan,1654,48.3
2015,Japanese Encephalitis,Rajasthan,1704,49.7
2014,Japanese Encephalitis,Rajasthan,1673,49.2
2013,Japanese Encephalitis,Rajasthan,1673,50.3
2012,Japanese Encephalitis,Rajasthan,1687,51.8
2011,Japanese Encephalitis,Rajasthan,1647,51.3
2010,Japanese Encephalitis,Rajasthan,1580,50
2009,Japanese Encephalitis,Rajasthan,1580,50.6
2008,Japanese Encephalitis,Rajasthan,1626,52.8
2007,Japanese Encephalitis,Rajasthan,1476,48.6
2006,Japanese Encephalitis,Rajasthan,1501,49.9
2005,Japanese Encephalitis,Rajasthan,1567,52.7
2004,Japanese Encephalitis,Rajasthan,1316,44.9
2003,Japanese Encephalitis,Rajasthan,1443,49.5
2002,Japanese Encephalitis,Rajasthan,1367,47.2
2001,Japanese Encephalitis,Rajasthan,1444,50.1
2000,Japanese Encephalitis,Rajasthan,1411,49.1
1999,Japanese Encephalitis,Rajasthan,1386,48.7
2016,Japanese Encephalitis,Sikkim,3486,66.3
2015,Japanese Encephalitis,Sikkim,3331,64.3
2014,Japanese Encephalitis,Sikkim,3214,63.8
2013,Japanese Encephalitis,Sikkim,3187,64.6
2012,Japanese Encephalitis,Sikkim,3100,64.2
2011,Japanese Encephalitis,Sikkim,3020,64.1
2010,Japanese Encephalitis,Sikkim,2779,60
2009,Japanese Encephalitis,Sikkim,2854,62.2
2008,Japanese Encephalitis,Sikkim,2926,65.2
2007,Japanese Encephalitis,Sikkim,2629,59.9
2006,Japanese Encephalitis,Sikkim,2407,55.6
2005,Japanese Encephalitis,Sikkim,2578,61
2004,Japanese Encephalitis,Sikkim,2265,54.8
2003,Japanese Encephalitis,Sikkim,2391,58.4
2002,Japanese Encephalitis,Sikkim,2401,59.3
2001,Japanese Encephalitis,Sikkim,2265,56.6
2000,Japanese Encephalitis,Sikkim,2170,54.8
1999,Japanese Encephalitis,Sikkim,2327,59
2016,Japanese Encephalitis,Tamil Nadu,2221,43
2015,Japanese Encephalitis,Tamil Nadu,2178,43.2
2014,Japanese Encephalitis,Tamil Nadu,2237,45.5
2013,Japanese Encephalitis,Tamil Nadu,2274,47.3
2012,Japanese Encephalitis,Tamil Nadu,2074,44.5
2011,Japanese Encephalitis,Tamil Nadu,1904,41.5
2010,Japanese Encephalitis,Tamil Nadu,1939,43.6
2009,Japanese Encephalitis,Tamil Nadu,1878,42.7
2008,Japanese Encephalitis,Tamil Nadu,1896,44
2007,Japanese Encephalitis,Tamil Nadu,1685,40
2006,Japanese Encephalitis,Tamil Nadu,1687,40.8
2005,Japanese Encephalitis,Tamil Nadu,1906,44.6
2004,Japanese Encephalitis,Tamil Nadu,1615,38.4
2003,Japanese Encephalitis,Tamil Nadu,1731,41.4
2002,Japanese Encephalitis,Tamil Nadu,1696,41.2
2001,Japanese Encephalitis,Tamil Nadu,1763,43.2
2000,Japanese Encephalitis,Tamil Nadu,1684,41.7
1999,Japanese Encephalitis,Tamil Nadu,1610,40.2
2016,Japanese Encephalitis,Uttar Pradesh,928,47.4
2015,Japanese Encephalitis,Uttar Pradesh,1025,53.6
2014,Japanese Encephalitis,Uttar Pradesh,896,48.1
2013,Japanese Encephalitis,Uttar Pradesh,902,49.1
2012,Japanese Encephalitis,Uttar Pradesh,817,45.4
2011,Japanese Encephalitis,Uttar Pradesh,842,48.4
2010,Japanese Encephalitis,Uttar Pradesh,809,47.4
2009,Japanese Encephalitis,Uttar Pradesh,821,48.6
2008,Japanese Encephalitis,Uttar Pradesh,794,47.8
2007,Japanese Encephalitis,Uttar Pradesh,728,44.5
2006,Japanese Encephalitis,Uttar Pradesh,783,49.1
2005,Japanese Encephalitis,Uttar Pradesh,830,53.2
2004,Japanese Encephalitis,Uttar Pradesh,766,49.7
2003,Japanese Encephalitis,Uttar Pradesh,782,51.3
2002,Japanese Encephalitis,Uttar Pradesh,791,52.9
2001,Japanese Encephalitis,Uttar Pradesh,800,54.4
2000,Japanese Encephalitis,Uttar Pradesh,768,53
1999,Japanese Encephalitis,Uttar Pradesh,751,52.6
2016,Japanese Encephalitis,Delhi,2072,30.5
2015,Japanese Encephalitis,Delhi,2040,30.7
2014,Japanese Encephalitis,Delhi,1909,29.4
2013,Japanese Encephalitis,Delhi,2051,32.5
2012,Japanese Encephalitis,Delhi,1981,32.3
2011,Japanese Encephalitis,Delhi,2050,34.3
2010,Japanese Encephalitis,Delhi,2039,35
2009,Japanese Encephalitis,Delhi,2064,36.3
2008,Japanese Encephalitis,Delhi,1982,35.8
2007,Japanese Encephalitis,Delhi,1901,35.2
2006,Japanese Encephalitis,Delhi,1832,34.4
2005,Japanese Encephalitis,Delhi,1908,36.5
2004,Japanese Encephalitis,Delhi,1910,37.3
2003,Japanese Encephalitis,Delhi,1986,39.5
2002,Japanese Encephalitis,Delhi,1944,39.4
2001,Japanese Encephalitis,Delhi,1907,39.5
2000,Japanese Encephalitis,Delhi,1927,40.9
1999,Japanese Encephalitis,Delhi,1943,41.6
2016,Japanese Encephalitis,Maharashtra,2674,31.4
2015,Japanese Encephalitis,Maharashtra,2784,33
2014,Japanese Encephalitis,Maharashtra,2592,31.4
2013,Japanese Encephalitis,Maharashtra,2572,31.7
2012,Japanese Encephalitis,Maharashtra,2520,31.7
2011,Japanese Encephalitis,Maharashtra,2651,33.9
2010,Japanese Encephalitis,Maharashtra,2383,31.1
2009,Japanese Encephalitis,Maharashtra,2559,33.8
2008,Japanese Encephalitis,Maharashtra,2587,34.5
2007,Japanese Encephalitis,Maharashtra,2332,31.6
2006,Japanese Encephalitis,Maharashtra,2535,34.8
2005,Japanese Encephalitis,Maharashtra,2647,36.6
2004,Japanese Encephalitis,Maharashtra,2574,35.9
2003,Japanese Encephalitis,Maharashtra,2765,38.9
2002,Japanese Encephalitis,Maharashtra,2745,38.9
2001,Japanese Encephalitis,Maharashtra,2810,40.2
2000,Japanese Encephalitis,Maharashtra,2925,42.1
1999,Japanese Encephalitis,Maharashtra,2862,41.6
2016,Japanese Encephalitis,West Bengal,5572,44.4
2015,Japanese Encephalitis,West Bengal,5848,47.5
2014,Japanese Encephalitis,West Bengal,5345,44.2
2013,Japanese Encephalitis,West Bengal,5539,46.7
2012,Japanese Encephalitis,West Bengal,5251,45.2
2011,Japanese Encephalitis,West Bengal,5192,45.5
2010,Japanese Encephalitis,West Bengal,5079,45.6
2009,Japanese Encephalitis,West Bengal,4961,45
2008,Japanese Encephalitis,West Bengal,5185,47.8
2007,Japanese Encephalitis,West Bengal,4624,43.4
2006,Japanese Encephalitis,West Bengal,4474,42.8
2005,Japanese Encephalitis,West Bengal,4466,43.4
2004,Japanese Encephalitis,West Bengal,4252,41.8
2003,Japanese Encephalitis,West Bengal,4472,44.6
2002,Japanese Encephalitis,West Bengal,4431,44.8
2001,Japanese Encephalitis,West Bengal,4148,42.5
2000,Japanese Encephalitis,West Bengal,4352,45.3
1999,Japanese Encephalitis,West Bengal,4316,45.3
2016,Japanese Encephalitis,Chandigarh,5311,44.8
2015,Japanese Encephalitis,Chandigarh,5221,45.5
2014,Japanese Encephalitis,Chandigarh,5023,45.1
2013,Japanese Encephalitis,Chandigarh,4987,46.3
2012,Japanese Encephalitis,Chandigarh,4844,46.4
2011,Japanese Encephalitis,Chandigarh,4708,46.7
2010,Japanese Encephalitis,Chandigarh,4495,46.1
2009,Japanese Encephalitis,Chandigarh,4329,45.4
2008,Japanese Encephalitis,Chandigarh,4572,49.3
2007,Japanese Encephalitis,Chandigarh,4231,46.9
2006,Japanese Encephalitis,Chandigarh,4017,45.8
2005,Japanese Encephalitis,Chandigarh,4149,49.2
2004,Japanese Encephalitis,Chandigarh,3625,43.9
2003,Japanese Encephalitis,Chandigarh,3887,48.2
2002,Japanese Encephalitis,Chandigarh,3674,46.6
2001,Japanese Encephalitis,Chandigarh,3514,45.6
2000,Japanese Encephalitis,Chandigarh,3699,48.9
1999,Japanese Encephalitis,Chandigarh,3591,48
2016,Japanese Encephalitis,Lakshadweep,7015,47.5
2015,Japanese Encephalitis,Lakshadweep,7211,49.6
2014,Japanese Encephalitis,Lakshadweep,6765,47.2
2013,Japanese Encephalitis,Lakshadweep,7007,49.7
2012,Japanese Encephalitis,Lakshadweep,7070,51.2
2011,Japanese Encephalitis,Lakshadweep,6996,51.7
2010,Japanese Encephalitis,Lakshadweep,6717,50.5
2009,Japanese Encephalitis,Lakshadweep,6642,50.4
2008,Japanese Encephalitis,Lakshadweep,6928,53.3
2007,Japanese Encephalitis,Lakshadweep,6454,50.4
2006,Japanese Encephalitis,Lakshadweep,6054,47.9
2005,Japanese Encephalitis,Lakshadweep,6580,52.8
2004,Japanese Encephalitis,Lakshadweep,5896,47.8
2003,Japanese Encephalitis,Lakshadweep,5927,48.5
2002,Japanese Encephalitis,Lakshadweep,6063,50.2
2001,Japanese Encephalitis,Lakshadweep,5881,49.3
2000,Japanese Encephalitis,Lakshadweep,5983,50.6
1999,Japanese Encephalitis,Lakshadweep,5858,49.9
2016,Japanese Encephalitis,Goa,2794,61.4
2015,Japanese Encephalitis,Goa,2924,65.8
2014,Japanese Encephalitis,Goa,2772,63.3
2013,Japanese Encephalitis,Goa,2680,62.4
2012,Japanese Encephalitis,Goa,2585,61.4
2011,Japanese Encephalitis,Goa,2637,63.8
2010,Japanese Encephalitis,Goa,2720,67.4
2009,Japanese Encephalitis,Goa,2595,65.1
2008,Japanese Encephalitis,Goa,2694,68.9
2007,Japanese Encephalitis,Goa,2386,62.1
2006,Japanese Encephalitis,Goa,2192,57.6
2005,Japanese Encephalitis,Goa,2368,63.6
2004,Japanese Encephalitis,Goa,1985,53.9
2003,Japanese Encephalitis,Goa,2160,59
2002,Japanese Encephalitis,Goa,1988,54.8
2001,Japanese Encephalitis,Goa,1922,53.3
2000,Japanese Encephalitis,Goa,1980,55.2
1999,Japanese Encephalitis,Goa,1751,49.3
2016,Diabetes,Andhra Pradesh,1183,20.1
2015,Diabetes,Andhra Pradesh,1255,21.7
2014,Diabetes,Andhra Pradesh,1281,22.8
2013,Diabetes,Andhra Pradesh,1349,24.3
2012,Diabetes,Andhra Pradesh,1300,23.9
2011,Diabetes,Andhra Pradesh,1278,23.9
2010,Diabetes,Andhra Pradesh,1302,25
2009,Diabetes,Andhra Pradesh,1259,24.4
2008,Diabetes,Andhra Pradesh,1386,27.2
2007,Diabetes,Andhra Pradesh,1313,26.4
2006,Diabetes,Andhra Pradesh,1453,29.8
2005,Diabetes,Andhra Pradesh,1429,29.9
2004,Diabetes,Andhra Pradesh,1449,30.8
2003,Diabetes,Andhra Pradesh,1414,30.4
2002,Diabetes,Andhra Pradesh,1486,32.3
2001,Diabetes,Andhra Pradesh,1344,29.6
2000,Diabetes,Andhra Pradesh,1321,29.3
1999,Diabetes,Andhra Pradesh,1341,30
2016,Diabetes,Arunachal Pradesh,124,19.3
2015,Diabetes,Arunachal Pradesh,142,23.9
2014,Diabetes,Arunachal Pradesh,113,19.4
2013,Diabetes,Arunachal Pradesh,112,20.1
2012,Diabetes,Arunachal Pradesh,107,18.8
2011,Diabetes,Arunachal Pradesh,107,20.6
2010,Diabetes,Arunachal Pradesh,86,19.6
2009,Diabetes,Arunachal Pradesh,84,18.1
2008,Diabetes,Arunachal Pradesh,93,22.3
2007,Diabetes,Arunachal Pradesh,105,24.1
2006,Diabetes,Arunachal Pradesh,109,25.9
2005,Diabetes,Arunachal Pradesh,93,22.4
2004,Diabetes,Arunachal Pradesh,93,22.6
2003,Diabetes,Arunachal Pradesh,102,27.7
2002,Diabetes,Arunachal Pradesh,86,22
2001,Diabetes,Arunachal Pradesh,80,22.8
2000,Diabetes,Arunachal Pradesh,87,27.3
1999,Diabetes,Arunachal Pradesh,67,23.8
2016,Diabetes,Pondicherry,2025,23.9
2015,Diabetes,Pondicherry,2081,25.3
2014,Diabetes,Pondicherry,1936,24.3
2013,Diabetes,Pondicherry,1786,23.5
2012,Diabetes,Pondicherry,1736,23.4
2011,Diabetes,Pondicherry,1740,24.3
2010,Diabetes,Pondicherry,1389,20.3
2009,Diabetes,Pondicherry,1083,16.2
2008,Diabetes,Pondicherry,1173,18
2007,Diabetes,Pondicherry,1159,18.3
2006,Diabetes,Pondicherry,1206,19.6
2005,Diabetes,Pondicherry,1208,20.4
2004,Diabetes,Pondicherry,1196,21
2003,Diabetes,Pondicherry,1153,20.9
2002,Diabetes,Pondicherry,1231,23
2001,Diabetes,Pondicherry,1058,20.3
2000,Diabetes,Pondicherry,1012,20
1999,Diabetes,Pondicherry,1063,21.5
2016,Diabetes,Jharkhand,920,25.4
2015,Diabetes,Jharkhand,886,24.7
2014,Diabetes,Jharkhand,828,24
2013,Diabetes,Jharkhand,835,24.2
2012,Diabetes,Jharkhand,833,24.6
2011,Diabetes,Jharkhand,908,27
2010,Diabetes,Jharkhand,850,25.8
2009,Diabetes,Jharkhand,890,27.4
2008,Diabetes,Jharkhand,901,28.1
2007,Diabetes,Jharkhand,838,26.8
2006,Diabetes,Jharkhand,839,27.2
2005,Diabetes,Jharkhand,824,27.1
2004,Diabetes,Jharkhand,838,28
2003,Diabetes,Jharkhand,884,29.9
2002,Diabetes,Jharkhand,793,27
2001,Diabetes,Jharkhand,756,26
2000,Diabetes,Jharkhand,714,24.6
1999,Diabetes,Jharkhand,691,24.2
2016,Diabetes,Karnataka,9124,21.4
2015,Diabetes,Karnataka,8845,21.2
2014,Diabetes,Karnataka,8249,20.4
2013,Diabetes,Karnataka,8057,20.6
2012,Diabetes,Karnataka,7895,20.7
2011,Diabetes,Karnataka,7695,20.7
2010,Diabetes,Karnataka,7061,19.7
2009,Diabetes,Karnataka,6979,19.8
2008,Diabetes,Karnataka,7375,21.5
2007,Diabetes,Karnataka,7413,22.2
2006,Diabetes,Karnataka,7376,22.5
2005,Diabetes,Karnataka,7697,23.8
2004,Diabetes,Karnataka,7117,22.6
2003,Diabetes,Karnataka,7093,22.8
2002,Diabetes,Karnataka,6807,22.5
2001,Diabetes,Karnataka,6395,21.5
2000,Diabetes,Karnataka,6190,21.3
1999,Diabetes,Karnataka,6401,22.5
2016,Diabetes,Punjab,938,16.2
2015,Diabetes,Punjab,887,15.9
2014,Diabetes,Punjab,835,15.5
2013,Diabetes,Punjab,788,15
2012,Diabetes,Punjab,797,15.9
2011,Diabetes,Punjab,790,16.4
2010,Diabetes,Punjab,721,15.2
2009,Diabetes,Punjab,779,17.2
2008,Diabetes,Punjab,767,17.6
2007,Diabetes,Punjab,710,16.8
2006,Diabetes,Punjab,677,16.7
2005,Diabetes,Punjab,753,19.3
2004,Diabetes,Punjab,696,18.2
2003,Diabetes,Punjab,708,19.1
2002,Diabetes,Punjab,659,18
2001,Diabetes,Punjab,667,18.8
2000,Diabetes,Punjab,635,18.5
1999,Diabetes,Punjab,639,19.2
2016,Diabetes,Assam,699,14.9
2015,Diabetes,Assam,653,13.9
2014,Diabetes,Assam,685,14.9
2013,Diabetes,Assam,664,14.8
2012,Diabetes,Assam,631,14.2
2011,Diabetes,Assam,692,15.5
2010,Diabetes,Assam,662,15.4
2009,Diabetes,Assam,624,14.5
2008,Diabetes,Assam,624,14.7
2007,Diabetes,Assam,646,15.5
2006,Diabetes,Assam,782,19
2005,Diabetes,Assam,811,20
2004,Diabetes,Assam,767,19.1
2003,Diabetes,Assam,665,16.8
2002,Diabetes,Assam,675,17.3
2001,Diabetes,Assam,759,19.7
2000,Diabetes,Assam,683,18.1
1999,Diabetes,Assam,691,18.5
2016,Diabetes,Bihar,203,17
2015,Diabetes,Bihar,215,18.1
2014,Diabetes,Bihar,226,19.8
2013,Diabetes,Bihar,218,19.4
2012,Diabetes,Bihar,241,22.3
2011,Diabetes,Bihar,224,21.5
2010,Diabetes,Bihar,196,19.2
2009,Diabetes,Bihar,206,20.8
2008,Diabetes,Bihar,217,22.5
2007,Diabetes,Bihar,223,23.6
2006,Diabetes,Bihar,191,20.6
2005,Diabetes,Bihar,233,26.5
2004,Diabetes,Bihar,210,24.5
2003,Diabetes,Bihar,239,28.4
2002,Diabetes,Bihar,215,26.1
2001,Diabetes,Bihar,218,27.5
2000,Diabetes,Bihar,193,24.6
1999,Diabetes,Bihar,179,23.5
2016,Diabetes,Haryana,127,19.8
2015,Diabetes,Haryana,162,25.7
2014,Diabetes,Haryana,119,18.8
2013,Diabetes,Haryana,108,17.9
2012,Diabetes,Haryana,145,24.1
2011,Diabetes,Haryana,152,26
2010,Diabetes,Haryana,145,24.9
2009,Diabetes,Haryana,129,22.5
2008,Diabetes,Haryana,156,27.5
2007,Diabetes,Haryana,152,26.6
2006,Diabetes,Haryana,184,33
2005,Diabetes,Haryana,192,34.4
2004,Diabetes,Haryana,224,40.2
2003,Diabetes,Haryana,179,32.4
2002,Diabetes,Haryana,191,34.1
2001,Diabetes,Haryana,209,37.4
2000,Diabetes,Haryana,221,39.3
1999,Diabetes,Haryana,221,39.6
2016,Diabetes,Jammmu and Kashmir,5782,19.5
2015,Diabetes,Jammmu and Kashmir,5403,18.6
2014,Diabetes,Jammmu and Kashmir,5371,19.2
2013,Diabetes,Jammmu and Kashmir,5238,19.2
2012,Diabetes,Jammmu and Kashmir,5092,19.2
2011,Diabetes,Jammmu and Kashmir,5093,19.7
2010,Diabetes,Jammmu and Kashmir,5024,20.1
2009,Diabetes,Jammmu and Kashmir,4901,20
2008,Diabetes,Jammmu and Kashmir,5161,21.4
2007,Diabetes,Jammmu and Kashmir,5110,21.7
2006,Diabetes,Jammmu and Kashmir,5172,22.3
2005,Diabetes,Jammmu and Kashmir,5193,22.7
2004,Diabetes,Jammmu and Kashmir,4809,21.6
2003,Diabetes,Jammmu and Kashmir,4762,21.9
2002,Diabetes,Jammmu and Kashmir,4583,21.5
2001,Diabetes,Jammmu and Kashmir,4631,22.1
2000,Diabetes,Jammmu and Kashmir,4449,21.6
1999,Diabetes,Jammmu and Kashmir,4357,21.5
2016,Diabetes,Gujrat,2238,21.2
2015,Diabetes,Gujrat,2210,21.4
2014,Diabetes,Gujrat,2230,22.3
2013,Diabetes,Gujrat,2199,23
2012,Diabetes,Gujrat,2088,22.6
2011,Diabetes,Gujrat,2121,23.6
2010,Diabetes,Gujrat,1996,23.1
2009,Diabetes,Gujrat,1582,18.7
2008,Diabetes,Gujrat,1496,18
2007,Diabetes,Gujrat,1604,20
2006,Diabetes,Gujrat,1657,21.2
2005,Diabetes,Gujrat,1742,23.2
2004,Diabetes,Gujrat,1623,22.5
2003,Diabetes,Gujrat,1717,24.4
2002,Diabetes,Gujrat,1576,23.1
2001,Diabetes,Gujrat,1475,22.1
2000,Diabetes,Gujrat,1461,22.4
1999,Diabetes,Gujrat,1448,22.6
2016,Diabetes,Odisha,285,15.1
2015,Diabetes,Odisha,263,14.5
2014,Diabetes,Odisha,276,15.4
2013,Diabetes,Odisha,271,15.5
2012,Diabetes,Odisha,277,16.2
2011,Diabetes,Odisha,264,15.6
2010,Diabetes,Odisha,272,16.6
2009,Diabetes,Odisha,308,19.5
2008,Diabetes,Odisha,286,18.6
2007,Diabetes,Odisha,291,19
2006,Diabetes,Odisha,271,18.4
2005,Diabetes,Odisha,218,15.1
2004,Diabetes,Odisha,194,13.8
2003,Diabetes,Odisha,202,14.8
2002,Diabetes,Odisha,204,15.5
2001,Diabetes,Odisha,173,13.5
2000,Diabetes,Odisha,203,16.3
1999,Diabetes,Odisha,211,17.3
2016,Diabetes,Kerala,375,19.8
2015,Diabetes,Kerala,403,22.1
2014,Diabetes,Kerala,409,22.9
2013,Diabetes,Kerala,404,23.8
2012,Diabetes,Kerala,371,22.9
2011,Diabetes,Kerala,393,24.2
2010,Diabetes,Kerala,353,22.5
2009,Diabetes,Kerala,372,24.3
2008,Diabetes,Kerala,356,23.9
2007,Diabetes,Kerala,331,22.9
2006,Diabetes,Kerala,320,23.1
2005,Diabetes,Kerala,299,22.4
2004,Diabetes,Kerala,344,26.5
2003,Diabetes,Kerala,358,28.3
2002,Diabetes,Kerala,322,26.1
2001,Diabetes,Kerala,318,26.4
2000,Diabetes,Kerala,304,25.9
1999,Diabetes,Kerala,267,23.1
2016,Diabetes,Madhya Pradesh,2781,18.7
2015,Diabetes,Madhya Pradesh,2817,19.2
2014,Diabetes,Madhya Pradesh,2712,18.7
2013,Diabetes,Madhya Pradesh,2798,19.7
2012,Diabetes,Madhya Pradesh,2706,19.2
2011,Diabetes,Madhya Pradesh,2693,19.4
2010,Diabetes,Madhya Pradesh,2507,18.5
2009,Diabetes,Madhya Pradesh,2741,20.6
2008,Diabetes,Madhya Pradesh,2846,21.6
2007,Diabetes,Madhya Pradesh,2851,22
2006,Diabetes,Madhya Pradesh,2795,21.9
2005,Diabetes,Madhya Pradesh,3034,24
2004,Diabetes,Madhya Pradesh,3069,24.5
2003,Diabetes,Madhya Pradesh,3044,24.6
2002,Diabetes,Madhya Pradesh,3011,24.6
2001,Diabetes,Madhya Pradesh,3092,25.5
2000,Diabetes,Madhya Pradesh,2995,25
1999,Diabetes,Madhya Pradesh,3004,25.2
2016,Diabetes,Manipur,1992,26
2015,Diabetes,Manipur,2030,26.9
2014,Diabetes,Manipur,1819,24.4
2013,Diabetes,Manipur,1943,26.3
2012,Diabetes,Manipur,1860,25.9
2011,Diabetes,Manipur,1808,25.4
2010,Diabetes,Manipur,1587,22.7
2009,Diabetes,Manipur,1646,24.1
2008,Diabetes,Manipur,1683,24.9
2007,Diabetes,Manipur,1564,23.5
2006,Diabetes,Manipur,1682,25.9
2005,Diabetes,Manipur,1719,27
2004,Diabetes,Manipur,1673,26.6
2003,Diabetes,Manipur,1731,27.8
2002,Diabetes,Manipur,1688,27.6
2001,Diabetes,Manipur,1677,27.7
2000,Diabetes,Manipur,1673,28
1999,Diabetes,Manipur,1591,26.9
2016,Diabetes,Nagaland,847,20.9
2015,Diabetes,Nagaland,1077,26.7
2014,Diabetes,Nagaland,1019,25.6
2013,Diabetes,Nagaland,747,19
2012,Diabetes,Nagaland,692,17.6
